512,6560.22,7381.04,7333.96,7306.9,8060.3,7919.11,7715.89,7619.44,7684.42,7637.28,8001.09,8050.89,7691.26,7695.77,7770.04,7691.12,7779.88,7672.26,7876.11,8146.01,8238.9,7851.72,7816.73,7816.59,7123.31,6560.22,7697.61,8238.9
1024,6788.26,6918.78,7104.83,7439.44,7452.78,7145.8,7045.26,6840.37,7092.96,7361.46,7140.26,7073.67,7157.01,7278.17,7227.87,7225.98,7260.15,7433.81,6826.07,6892.41,7346.21,7268.16,7331.81,7105.29,7038.86,6788.26,7151.83,7452.78
2048,6076.96,6237,6282.09,6277.33,6322.49,6271.16,6255.97,5556.08,6037.59,6167.95,6276.18,5958.23,5947.77,6177.71,6182.78,6170.09,6154.37,6205.34,6183.41,6191.17,6197.72,6213.1,6093.8,6127.7,5889.76,5556.08,6138.15,6322.49
4096,6148.37,6325.04,6273.09,6409.26,6375.29,6300.27,6290.53,6288.43,6313.06,6283.18,6261.32,6285.44,6377.03,6402.84,6433.42,6074.61,6367.3,6296.5,6398.91,6443.56,6399.43,6327.25,6394,6168.75,5983.68,5983.68,6304.82,6443.56
8192,6018.26,6153.56,6147.39,6283.23,6226.75,6285.21,6329.45,6375.78,6384.83,6385.35,6393.83,6331,6292.84,6365.21,6426.04,6220.05,6416.49,6406.48,6433.77,6082.77,6348.05,6301.37,6405.47,6428.28,6336.73,6018.26,6311.13,6433.77
16384,5783.22,6145.47,6340.35,6290.6,6294.36,6358.03,6117.15,6335.03,6403.18,6288,5955.51,6133.62,6090.94,6298.15,6330.81,6267.79,6334.1,6338.7,6123.75,6162.62,6356.34,6256.43,6179.31,6273.09,6294.81,5783.22,6230.05,6403.18
32768,6050.89,6146.6,6149.67,6109.45,6173.83,6223.68,6230.7,6243.27,6005.39,5923.97,5967.6,5768.75,4886.76,5441.09,5850.15,6094.82,6082.27,6080.21,6070.55,6098.64,6107.17,6085.33,5947.4,5958.9,6149.24,4886.76,5993.85,6243.27
65536,5947.32,6061.28,6184.07,6204.69,6226.74,5916.74,6056.25,6133.61,6175.5,6177.85,6215.03,6192,6232.15,6196.83,6196.11,6035.94,6059.46,6198.81,6176.66,6080.88,5361.9,5694.25,5847.64,6009.21,6051.77,5361.9,6065.31,6232.15
131072,5864.77,5911.41,5963.18,6028.6,6042.93,6071.25,5949.55,6014.37,6087.8,6080.66,6086.84,6101.61,6052.11,6004.77,5752.01,5906.4,5982.93,5971.79,6011.85,6086.66,6044.42,5881.54,5998.01,6054.14,5961.08,5752.01,5996.43,6101.61
262144,5771.22,5919.3,5641.75,5831.8,5827.61,5791.36,5867.08,5771.65,5722.87,5881.32,5814.49,5842.95,5881.68,5848.62,5696.31,5575.12,5870.91,5849.69,5926.76,5913.34,5680.51,5528.29,5800.54,5808.7,5914.77,5528.29,5799.15,5926.76
524288,5547.83,5677.61,5144.67,5679.73,5398.73,5654.74,5663.18,5712.17,5730.03,5706.68,5767.15,5831.27,5857.21,5805.57,5754.99,5696.64,5781.93,5789.57,5863.04,5885,5696.09,5815.98,5866.52,5883.96,5869.57,5144.67,5723.2,5885
1048576,5710.55,5715.05,5810.8,5625.92,5294.33,5673.96,5664.16,5648,5794.92,5799.49,5776.8,5767.27,5761.41,5628.84,5603.01,5561.59,5685.6,5777.14,5722.76,5793.39,5810.69,5678.83,5562.98,5754.26,5703.7,5294.33,5693.02,5810.8
