64,6021.16,6794.02,6679.52,6775.75,6802.22,6811.79,7055.6,6852.63,6560.52,6921.11,6685.3,6594.76,6262.3,6813.68,6859.68,6649.92,7000.17,6995.12,6830.07,7078.32,7140.27,6828.51,7130.21,7143.71,7148.19,6021.16,6817.38,7148.19
128,8286.31,8119,8775.02,8724.26,8472.58,6891.83,7938.92,7929.67,8319.86,8765.05,8412.63,8198.17,8271.6,7925.01,8670.9,8752.37,8826.13,9034.09,7841.88,8852.15,8832.52,8559.12,8565.48,8787.72,8780.91,6891.83,8421.33,9034.09
256,10970.9,11356.7,11317.4,11248.7,10940.8,11276.7,9459.72,11119.4,10947.7,11404.6,11476.3,11488.9,10442.5,9430.16,10692.9,10755.3,10332.7,11436.9,11620.2,10710.9,10862.3,11469.6,11514.7,11697,10952.7,9430.16,10997,11697
512,10736.3,7871.6,11646.2,10874,11762,11951.9,11558.8,10507,11802.5,11627,11379.4,11441.8,9599.47,9722.46,11211.9,11303.8,10631.7,11849.1,11915,12049.2,11206.4,7376.71,11683.2,11600.9,10838.8,7376.71,10965.9,12049.2
1024,11184.6,11571.9,11348.3,9552.33,11575.9,11166.9,11106.5,10453.6,9863.4,11695.8,11511.1,11551.8,10301,9538.34,11222.6,11123.8,10481.8,11458.8,11668.6,11669.4,10815,11626,10704.3,11686.6,9678.16,9538.34,10982.3,11695.8
2048,10049.4,9860.52,9777.01,9201,10652.3,10148.3,10565,10347.8,10899.2,9651.78,10311.1,9832.95,9517.46,9911.12,9654.22,9765.86,10367.8,10697.4,10347.7,10570.8,10087.1,9723.16,10183.9,9728.94,10582.6,9201,10097.4,10899.2
4096,11637.3,11475.3,11413.3,11716.3,11803.7,11927.9,11776.4,12024.4,11964,11845.7,11704.3,12076.9,12101.1,11931.4,11436,10440.9,11084.8,11169.7,11398.8,11132,11779.4,11566.7,11250,11384.5,10704.9,10440.9,11549.8,12101.1
8192,11194.1,11043.2,10994.2,10920.4,11477.6,11356.2,11490.4,11311.5,11431.2,11501.2,11659,10987.2,11285.2,10668.3,10892.2,10587.5,10657,10874.3,11033.7,11519.9,11520,11459.9,11543.8,11528.5,11335.1,10587.5,11210.9,11659
16384,11275.5,11124.4,11216.4,11089.4,11257.2,11173.9,11284.4,11350.1,11233.7,11156.6,10872,10999.6,10010.9,10588.5,10856.2,10668.6,10667.7,11028.7,11189,11366.8,11236.7,11282.6,11441.1,11452.4,11338.8,10010.9,11086.5,11452.4
32768,10714.1,10666.8,10656.8,10372.7,10582.7,10465.5,10453.2,10328.3,9480.18,10648.2,10553.8,10367.5,9985.18,10222.2,10199.3,10163.3,9892.79,10307.1,10410.1,10219.8,10366,10725.2,10903.2,10360.8,10627,9480.18,10386.9,10903.2
65536,10205.2,10053.8,9170.7,10012.3,10124,10242.2,10205.3,10097.2,10251.9,10285.5,9666.79,10526.4,10029.7,10165.3,9955.61,10078,10363.4,10290.8,10353.9,10239.3,10152.5,10234.6,9449.19,10416,10371.5,9170.7,10117.6,10526.4
131072,9987.14,10108.7,10062.8,7815.72,9656.32,9668.62,9781.06,9954.07,10035.8,10175.1,10106.1,9694.56,9262.81,9667.81,8896.96,9536.29,9744.69,9681.07,9835.65,10042.3,10071.2,8831.45,6142.66,9980.4,10075.2,6142.66,9552.58,10175.1
262144,9415.77,9349.85,9479.54,9574.26,9201.84,9456.85,9341.91,9420.25,8763.73,9461.16,9378.94,9064.47,9153.36,9224.45,9308.67,9422.6,9469.48,9504.29,9479.85,9605.08,9599.28,9346.11,9438.28,9316.66,9371.49,8763.73,9365.93,9605.08
524288,8418.86,9162.34,9119.65,9095.36,9294.22,9272.27,9304.12,9177.2,9308.65,9303.22,8901.84,8796.68,8931.42,8681.5,9079.15,9121.26,9122.19,9063.39,8544.34,9103.67,9119.52,9234.63,9236.74,9235.88,9298.02,8418.86,9077.05,9308.65
1048576,6512.9,6440.32,6440.92,6399.51,6446.58,6458.58,6444.38,6186.96,6412.97,6300.21,6300.25,6375.52,6441.28,6450.59,6524.79,6422.26,6501.27,6270.82,5937.52,6496.77,6436.41,6453.77,6486.66,6421.79,6513.97,5937.52,6403.08,6524.79
