64,102.506,98.94,97.5399,99.7482,99.6079,100.039,96.49,97.3268,92.2917,98.5975,98.8283,98.3542,99.4279,98.5987,97.737,99.4021,99.611,98.0625,94.0972,93.4184,96.3896,92.2993,101.534,100.438,97.2748,92.2917,97.9424,102.506
128,202.477,203.598,202.193,197.472,201.026,202.563,200.911,203.062,203.818,198.897,193.41,203.359,202.414,202.308,199.785,196.071,197.899,203.283,200.35,203.89,203.321,203.791,201.304,200.345,203.499,193.41,201.242,203.89
256,394.038,378.54,400.17,400.989,381.379,373.363,370.606,378.907,367.449,387.533,355.477,379.052,386.928,377.289,394.487,396.895,394.697,395.977,389.618,367.475,400.115,395.998,397.729,383.172,392.059,355.477,385.598,400.989
512,760.28,767.52,778.461,775.891,772.717,775.983,772.882,774.138,764.336,748.835,750.502,754.022,760.634,747.608,759.808,756.305,765.718,759.923,774.19,763.611,771.06,754.102,768.144,754.126,766.056,747.608,763.874,778.461
1024,1446.33,1319.97,1325.65,1345.71,1452.55,1453,1476.99,1480.91,1446.32,1483.64,1451.11,1464.74,1484.28,1475.3,1479,1488.97,1493.37,1484.93,1423.14,1463.6,1438.43,1408.63,1423.15,1451.35,1453.44,1319.97,1444.58,1493.37
2048,2363.87,2319.04,2396.85,2404.94,2405.93,2487.3,2506.01,2539.59,2533.56,2567.05,2560.05,2541.12,2484.96,2426.13,2548.79,2543.34,2551.12,2523.75,2569.24,2578.49,2530.53,2571.92,2580.98,2582.38,2552.09,2319.04,2506.76,2582.38
4096,4358.08,4187.77,4286.87,4350.63,4332.87,4394.52,4376.29,4340.68,4314.12,4287.82,4349.9,4371.78,4354.65,4395.78,4405.39,4407.01,4415.11,4405.36,4413.25,4405.03,4414.5,4423.89,4424.39,4420.54,4371.84,4187.77,4368.32,4424.39
8192,6332.27,6380.96,6329.63,6381.05,6238.44,6372.19,5933.86,5661.01,6001.99,6046.93,6072.02,6034.09,5955.5,5997.01,6011.11,6117.07,6181.53,6185.16,6201.27,6129.49,6181.21,6215.44,6237.39,6194.08,6199.1,5661.01,6143.59,6381.05
16384,6742.57,5929.91,5840.63,6585.09,6272.56,7747.87,7754.14,7759.95,7676.29,7735.92,7632.7,7710.35,7722.97,7763.83,7784.71,7860.95,7943.27,8013.74,8041.96,8021.4,8065.24,7569.52,7906.15,7975.55,8013.23,5840.63,7522.82,8065.24
32768,9351.06,9448.29,9524.87,9510.2,9530.72,9534.46,9555.47,9575.17,9654.08,9737.82,9480.99,9670.01,9621.73,9748.81,9751.03,9787.26,9768.8,9773.06,9804.34,8805.08,9141.63,9372.42,9280.64,9136.6,9626.18,8805.08,9527.63,9804.34
65536,10371.2,10526.1,10371.5,10420.9,10429.6,10421.8,10482.9,10461.1,10493.6,10184.8,10469.5,10494.8,10315.8,10401.6,10475,10509.9,10556.1,10509.8,10675.5,10373.4,10640.1,10162.4,10545.4,10042.7,10425,10042.7,10430.4,10675.5
131072,10442.4,10515.1,10409.5,10566.1,10332.9,10585.9,10522.8,10607.9,10085.2,10242.4,10281.2,10095.5,10384.4,10315.1,10369.5,9095.71,8997.5,8865.71,9701,9971.03,10024,10005.7,10097.4,10207.9,10216.5,8865.71,10117.5,10607.9
262144,9588.52,9538.12,9379.97,9727.59,9871.76,9957.38,9836.63,9902.53,9942.59,9571.64,9063.9,9658.36,9731.42,9835.67,9916.97,9982.47,9984.77,9981.7,9926.54,9580.85,7098.32,7143.71,7407.55,7729.58,8501.51,7098.32,9314.4,9984.77
524288,9063.89,9364.25,9423.62,9443.07,9428.22,9509.97,9565.97,9223.15,8336.48,9097.94,9283.44,8341.32,9242.94,9409.85,9391.67,9095.88,9139.19,9258.05,9251,9343.92,9367.17,9404.63,9385.96,9483.22,9768.83,8336.48,9264.95,9768.83
1048576,9763.06,9811.77,9761.2,9794.23,9645.74,9747.57,9771.65,9807.07,9730.87,9843.97,9812.89,9804.2,9726.76,9851.29,9866.54,9869.98,9628.94,9878.93,9145.43,9601.83,9713.91,9417.4,9593.39,9749.23,9777.13,9145.43,9724.6,9878.93
